title,original,type,kids,age_rating,popularity,year,seasons,episodes,genres,audio,subtitles,cover,url,description
House of the Dragon: The House That Dragons Built,House of the Dragon: The House That Dragons Built,series,,16,0.0,2023,2,10,fantasy-sci-fi; documentaries,English - Original; Polish; Spanish (Spain),Dutch; Danish; Macedonian; Swedish; Norwegian (Bokmål); Polish; Spanish (Spain); Bulgarian; Croatian; Finnish; Romanian (Moldova); English; Hungarian; Czech; Portuguese; Serbian (Latin); Slovenian; Lithuanian; Latvian; Estonian,https://images.cdn.prd.api.discomax.com/2m225/Dmm08A4zOKyONpsSg.jpeg,https://play.hbomax.com/show/6ebc8e70-17b0-4a1a-a340-af7d8ce63a82,"A behind-the-scenes look at the blockbuster HBO series ""House of the Dragon."""
Housing Complex C,Housing Complex C,series,,12,4.1,2022,1,4,adult-animation,Spanish (Spain); English - Original,Bulgarian; Czech; Finnish; Slovenian; English; Dutch; Spanish (Spain); Serbian (Latin); Swedish; Romanian (Moldova); Macedonian; Danish; Norwegian (Bokmål); Portuguese; Polish; Hungarian; Croatian,https://images.cdn.prd.api.discomax.com/1xJLv/dhwzCsS4KucJaIWCA.jpeg,https://play.hbomax.com/show/e8e802f2-acee-434b-816f-4b2132de3465,Kimi lives in a low-cost housing complex located in the seaside town of Kurosaki where trouble seems to follow her wherever she goes.
"Houston, We Have a Problem!","Houston, We Have a Problem!",movie,,9,0.3,2016,1,3,documentary; european,English; Polish; Slovenian - Original,English; Serbian (Latin); Hungarian; Croatian; Macedonian; Polish; Czech; Romanian (Moldova); Slovenian; Bulgarian,https://images.cdn.prd.api.discomax.com/lerJ_/BfoVbDD1aOnchnFEg.jpeg,https://play.hbomax.com/movie/09d392e8-0aba-4677-9931-8b59fe1fbe48,"The cold war, the space race and moon landing are iconic events that defined an era. They are also fodder for conspiracy theories."
How (Not) to Get Rid of a Body,How (Not) to Get Rid of a Body,series,,12,0.4,2024,1,6,crime,English - Original,Macedonian; Slovenian; Serbian (Latin); English; Croatian,https://images.cdn.prd.api.discomax.com/y3TWl/k9u2CcQYgKuINwXuw.jpeg,https://play.hbomax.com/show/a4e8edbb-3ce6-4567-8fb8-1f8b3450bfbd,See the outlandish lengths that killers go to dispose of their victims.
How Do Animals Do That?,How Do Animals Do That?,series,,9,0.4,2019,2,11,science-nature; european,English - Original,Croatian; Serbian (Latin); Macedonian; English - SDH; Slovenian,https://images.cdn.prd.api.discomax.com/fvRvk/cxbt8fYDpC9bfGm0w.jpeg,https://play.hbomax.com/show/68307203-5938-451b-9b5d-437d7374dee5,Experts explain the amazing science behind animals' superpowers.
How Do They Do It?,How Do They Do It?,series,,AL,3.3,2005,7,6,science-nature; documentaries; european,English - Original,Slovenian; Macedonian; Croatian; Serbian (Latin); English - SDH,https://images.cdn.prd.api.discomax.com/ypgRT/Ek7dIsI1K1qDBHcJA.jpeg,https://play.hbomax.com/show/ea0ecc9e-cb0e-4adb-889d-a440621595e2,An insider's look shows the science and engineering of the modern world.
How Do You Measure A Year?,How Do You Measure A Year?,movie,,AL,0.2,2023,1,10,documentary,Polish; English - Original; Spanish (Spain),Macedonian; Slovenian; Romanian (Moldova); Bulgarian; Finnish; Portuguese; Swedish; Hungarian; Croatian; Dutch; Polish; Czech; Danish; Norwegian (Bokmål); Russian; Spanish (Spain); English; Serbian (Latin); Estonian; Turkish; Latvian; Lithuanian,https://images.cdn.prd.api.discomax.com/ckpDG/e4bNaNEircfysHvjg.jpeg,https://play.hbomax.com/movie/6d2d8330-2f5f-4304-8f25-90a96bf20be9,Filmmaker Jay Rosenblatt interviews his daughter every year on her birthday for 17 years in this Oscar-nominated documentary short.
How I Left the Opus Dei,How I Left the Opus Dei,series,,AL,0.0,2025,1,6,documentaries; european,Polish; Russian; Spanish (Spain) - Original; Spanish (Spain); French,Serbian (Latin); Portuguese; Danish; Swedish; Norwegian (Bokmål); Croatian; Polish; English; Dutch; Macedonian; Hungarian; Slovenian; Finnish; Romanian (Moldova); Bulgarian; Czech; Slovak; French,https://images.cdn.prd.api.discomax.com/T6HFY/Wg7M6lI-nPaCAiEQA.jpeg,https://play.hbomax.com/show/a80eba1f-b600-47fc-8e62-c440f75ba26f,"Thirteen brave women share stories of the psychological, emotional and economic abuse they suffered under the controversial religious group Opus Dei."
How It's Made,How It's Made,series,yes,AL,12.5,2005,15,26,science-nature; documentaries,English; English - Original,Macedonian; Croatian; Serbian (Latin); Slovenian; English - SDH,https://images.cdn.prd.api.discomax.com/3ZRos/-3GI1_GlSEfmbMlTw.jpeg,https://play.hbomax.com/show/ef833c95-bddf-4204-8e34-bc231327ec4a,Explore the fascinating world of how everyday items are manufactured and produced.
How to Be Normal,How to Be Normal,movie,,16,0.0,2025,0,2,drama; european,Czech; Hungarian; Polish,English; Romanian (Moldova); Czech; Hungarian; Macedonian; Serbian (Latin); Croatian; Slovenian; Bulgarian; Polish,https://images.cdn.prd.api.discomax.com/7hCdj/FViYWHQGVeIqzhacw.jpeg,https://play.hbomax.com/movie/79abdc6a-9001-4f55-8992-1533c41ccafa,"26-year-old Pia, freshly released from a psychiatric hospital, moves back to her parents' house on the outskirts of Vienna to rebuild her life."
How to Create a Sex Scandal,How to Create a Sex Scandal,series,,AL,0.1,2023,1,3,documentaries; crime,Polish; English - Original; Spanish (Spain); Russian,Serbian (Latin); Dutch; Norwegian (Bokmål); English; Polish; Macedonian; Croatian; Finnish; Swedish; Romanian (Moldova); Spanish (Spain); Bulgarian; Danish; Hungarian; Slovenian; Czech; Portuguese; Estonian; Lithuanian; Latvian,https://images.cdn.prd.api.discomax.com/lFD1y/lZc1v3rb7EBgLletg.jpeg,https://play.hbomax.com/show/7fa91855-54bb-4352-9aab-134c9974f6fe,A shattering story emerges from a swingers club in a small Texan town.
How To Make It In America,How To Make It In America,series,,12,3.7,2010,1,8,comedy,Spanish (Spain); English - Original; Polish; French; Russian; Czech; Hungarian,Bulgarian; Croatian; Dutch; Romanian (Moldova); Polish; Finnish; Latvian; Norwegian (Bokmål); Swedish; Slovenian; Portuguese; English; Lithuanian; Serbian (Latin); Danish; Macedonian; Estonian; French; Hungarian,https://images.cdn.prd.api.discomax.com/XPrwP/kxuwa6bUyVaE0pbDA.jpeg,https://play.hbomax.com/show/15ad9c0e-7392-4202-8339-b2a9ff4d343f,An aspiring designer and his free-spirited best friend plot to achieve the American Dream on their own terms in this HBO comedy series.
How to Screw It All Up,How to Screw It All Up,series,,12,0.0,2022,1,7,comedy; drama; european,Hungarian; Spanish (Spain) - Original; Polish; Czech; English,Norwegian (Bokmål); Serbian (Latin); Romanian (Moldova); Danish; Spanish (Spain); Bulgarian; Portuguese; Polish; Macedonian; Dutch; Czech; Croatian; Hungarian; Slovenian; Finnish; Swedish; English; Hebrew; Italian; German,https://images.cdn.prd.api.discomax.com/BcaDD/4aBdEU-pXo3h85yDA.jpeg,https://play.hbomax.com/show/d9cf4ee1-ed53-4182-9189-774520d1efea,Alba discovers that some of her classmates are secretly planning an epic road trip -- and does everything she can to land an invite.
How to Survive a Shark Attack,How to Survive a Shark Attack,movie,yes,14,0.0,2025,0,1,documentary,English - Original,Slovenian; Macedonian; Croatian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/wrxoZ/Iy85-T4YAdTkvbhJQ.jpeg,https://play.hbomax.com/movie/733f97d9-9228-427c-8d27-19199e7ee007,Shark attack survivor Paul de Gelder tests real-life scenarios to reveal how to survive deadly shark attacks—from the shallows to the deep.
How To Train Your Dragon,How To Train Your Dragon,movie,yes,6,24.9,2010,0,4,family,Polish; Croatian; English - Original; Bulgarian; Slovenian; Hungarian; Romanian (Moldova); Slovak; Czech,Croatian; Serbian (Latin); Romanian (Moldova); English; Slovenian; Czech; Hungarian; Bulgarian; Polish; Macedonian,https://images.cdn.prd.api.discomax.com/T7GGS/ap6Fyw7HpnmyspySA.jpeg,https://play.hbomax.com/movie/6637b33a-14f2-46d8-b683-ca61676c5c39,A Viking boy befriends a young dragon in spite of a war raging between their species in this Oscar(R)-nominated animated hit.
How to Train Your Dragon 2,How to Train Your Dragon 2,movie,yes,6,13.4,2014,1,4,family,Hungarian; English - Original; Romanian (Moldova); Czech; Bulgarian; Polish; Serbian (Cyrillic); Slovenian; Slovak; Croatian,Croatian; Czech; Slovenian; English; Romanian (Moldova); Serbian (Latin); Bulgarian; Polish; Hungarian; Macedonian,https://images.cdn.prd.api.discomax.com/-cYAw/FxiP4rhaFoDA8Watg.jpeg,https://play.hbomax.com/movie/8399e81a-a6ad-4331-9313-a36499b262b3,The heroes of Berk must join forces with a mysterious Dragon Rider to save the future of men and dragons.
How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,movie,yes,6,11.5,2019,4,4,family,English - Original; Serbian (Cyrillic); Polish; Czech; Romanian (Moldova); Slovenian; Croatian; Bulgarian; Hungarian; Slovak,Czech; Bulgarian; Serbian (Latin); Hungarian; Romanian (Moldova); English; Croatian; Macedonian; Slovenian,https://images.cdn.prd.api.discomax.com/5EjQK/mWPqUM_2_q3PPmiHw.jpeg,https://play.hbomax.com/movie/8a158913-cf6c-41f9-b338-37a617819406,Hiccup and Toothless are back in the third part of this saga about the unlikely friendship between a young Viking and a fearsome dragon.
How to With John Wilson,How to With John Wilson,series,,16,2.7,2020,3,7,comedy; documentaries,English - Original; Polish; English - Audio Description; Turkish; English,Portuguese; Polish; Slovenian; English; Estonian; Hungarian; Romanian (Moldova); Czech; Lithuanian; Bulgarian; Croatian; Latvian; Dutch; Macedonian; Serbian (Latin); Turkish; Swedish; Danish; Norwegian (Bokmål); Finnish,https://images.cdn.prd.api.discomax.com/euoNQ/xaeT7GeCD254l7c3w.jpeg,https://play.hbomax.com/show/2a73975c-0315-4741-888f-d9779fb3adb5,"Filmmaker and ""anxious New Yorker"" John Wilson films fellow New Yorkers while attempting to give advice on relatable topics in this series."
How We Get Free,How We Get Free,movie,,9,0.1,2023,2,14,documentary,English - Original; Spanish (Spain); Polish; English - Audio Description,Finnish; Dutch; Serbian (Latin); Norwegian (Bokmål); Russian; Romanian (Moldova); Danish; Slovenian; Croatian; Czech; Portuguese; Polish; English; Macedonian; Hungarian; Bulgarian; Swedish; Spanish (Spain); Estonian; Lithuanian; Latvian; German; Italian; Hebrew; French,https://images.cdn.prd.api.discomax.com/n42lB/EU3xYWvliy3PwD-pg.jpeg,https://play.hbomax.com/movie/cd404d60-515f-405a-b143-7be356c16ac8,Follow community activist Elisabeth Epps as she works to abolish the cash bail system in Colorado in this documentary.
Human vs Hamster,Human vs Hamster,series,yes,AL,0.6,2024,1,8,reality; kids-family,Polish; Spanish (Spain); English - Original; French,Spanish (Spain); Swedish; Danish; Hungarian; Bulgarian; Norwegian (Bokmål); Serbian (Latin); Dutch; English; Slovak; Polish; Romanian (Moldova); Czech; Croatian; Finnish; Slovenian; Portuguese; Macedonian; French,https://images.cdn.prd.api.discomax.com/8jOrf/bIii_-rM1mu1WGsaw.jpeg,https://play.hbomax.com/show/4b5bfb90-64ab-492a-af27-4ecf0acd5186,"In this innovative interspecies competition series, humans and hamsters square off in epic battles of skill, strength and agility for cash prizes."
Humble,Humble,movie,,AL,0.0,2023,0,1,drama; european,Bulgarian - Original,English; Croatian; Macedonian; Slovenian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/15MFE/R671_avXqjjwAACvQ.jpeg,https://play.hbomax.com/movie/e07e9265-4ba2-4109-aa25-a4517e1c8e49,"A forty-years-old documentary director unhappy with his career, devotes less time to his family and puts all his energy into filming his characters."
Hung,Hung,series,,16,10.6,2009,3,10,comedy,English - Original; Polish; Spanish (Spain); Czech; Hungarian; Russian; French,Swedish; Macedonian; Polish; Romanian (Moldova); Finnish; Danish; Hungarian; Dutch; English; Croatian; Estonian; Czech; Portuguese; Lithuanian; Bulgarian; Serbian (Latin); Latvian; French; Slovenian; Norwegian (Bokmål); Greek,https://images.cdn.prd.api.discomax.com/u1mmW/HDXt8ziguqk-n7FSw.jpeg,https://play.hbomax.com/show/0196dc5a-9a6f-44aa-985a-cc195e3de8c3,Down-on-his-luck former high-school athlete Thomas Jane becomes a suburban gigolo in this comedy series.
Hunted by My Husband: The Untold Story of the DC Sniper,Hunted by My Husband: The Untold Story of the DC Sniper,movie,,9,0.2,2025,27,11,crime; documentary,English - Original; Russian; Polish; Spanish (Spain); Lithuanian; Turkish; Hungarian; Slovak; Bulgarian; French; German,Dutch; Slovenian; Swedish; Finnish; Danish; Norwegian (Bokmål); Romanian (Moldova); Bulgarian; Turkish; Czech; Slovak; Croatian; Serbian (Latin); Macedonian; Lithuanian; Polish; Latvian; Estonian; Spanish (Spain); Portuguese; Greek; French; English; Italian; Spanish (Spain) - SDH,https://images.cdn.prd.api.discomax.com/3Yv92/7tclDF7gd7yR1cRkA.jpeg,https://play.hbomax.com/movie/e3be42fc-caa3-4cfe-b888-5cfd5723273b,"In 2002, John Muhammad kills 10 people in a series of sniper attacks in DC. His real target, his ex-wife Mildred, shares her story of survival."
Hunting and Gathering,Hunting and Gathering,movie,,9,0.0,2007,0,3,drama; romance; european,French - Original; Hungarian; Czech; Polish,Romanian (Moldova); Czech; English; Hungarian; Macedonian; Serbian (Latin); Croatian; Slovenian; Bulgarian; Polish,https://images.cdn.prd.api.discomax.com/GO592/3bktIWIQ2TanupTqw.jpeg,https://play.hbomax.com/movie/518d2dc1-faf9-4a01-b3aa-b1b605cedff1,"When Camille falls ill, she is forced to live with Philibert and Franck, who share a large Parisian apartment. A moving trio story."
Hunting Atlantis,Hunting Atlantis,series,,AL,0.4,2021,1,6,science-nature; adventure-survival,English - Original,Macedonian; English - SDH; Slovenian; Croatian; Serbian (Latin); English,https://images.cdn.prd.api.discomax.com/xCqFm/1VgPcnvDqNoxVNcMA.jpeg,https://play.hbomax.com/show/9c854401-8e4e-4ad7-a12c-8b79e03fa99e,Stel and Jess explore ancient sites in search of the legendary lost city.
Hunting Daze,Hunting Daze,movie,,12,0.0,2025,0,1,drama,Polish,English; Romanian (Moldova); Czech; Croatian; Slovenian; Macedonian; Serbian (Latin); Polish; Bulgarian; Hungarian,https://images.cdn.prd.api.discomax.com/iE98n/ZXoogUNdHsLI28k9A.jpeg,https://play.hbomax.com/movie/38968b6e-9eb0-4e33-a1d8-1e584414e24f,"Nina, a tempestuous young woman, joins a group of hunters at a remote cabin. In this male micro-society, she finally feels a sense of belonging."
Hush...,Hush...,movie,,16,4.6,2013,1,1,drama; european,Croatian,Bulgarian; Slovenian; Macedonian; English; Serbian (Latin) - SDH; Croatian - SDH,https://images.cdn.prd.api.discomax.com/IyWrb/-KGD8fRVCyj-l_9Jw.jpeg,https://play.hbomax.com/movie/7cff74bb-bb11-48be-9182-5845fc0e7694,"Beba grew up in a family with deep rooted problems, and tries to break the generational curse for her own daughter."
Hustlers Gamblers Crooks,Hustlers Gamblers Crooks,series,,12,0.4,2024,1,6,reality,English - Original,Croatian; Macedonian; Serbian (Latin); Slovenian; English,https://images.cdn.prd.api.discomax.com/1czeE/UKsOSrMoplTCkOD3Q.jpeg,https://play.hbomax.com/show/8d4d89c3-d203-4853-aa27-5143b0d78e72,"This series features the true stories of high-stakes hustlers, gamblers, and crooks told by those who lived them."
I Am Evidence,I Am Evidence,movie,,16,0.4,2018,0,6,documentary,Polish; English - Original; Turkish,Romanian (Moldova); Portuguese; Bulgarian; Dutch; Serbian (Latin); Hungarian; English; Czech; Slovenian; Macedonian; Polish; Croatian; Danish; Swedish; Norwegian (Bokmål); Finnish; Turkish,https://images.cdn.prd.api.discomax.com/MVWKg/haMLQUwLWZqqrnZZA.jpeg,https://play.hbomax.com/movie/fe02b53e-98db-4445-9680-913b23ce4f6f,A timely exploration into why hundreds of thousands of untested rape kits are ignored in the U.S.
I Am Shauna Rae,I Am Shauna Rae,series,,AL,0.3,2022,2,6,reality,Bulgarian; Slovak; Hungarian; English - Original; Spanish (Spain); Polish; Lithuanian,Croatian; Macedonian; Romanian (Moldova); Estonian; Serbian (Latin); Slovenian; English - SDH; Swedish; Dutch; Portuguese; Norwegian (Bokmål); Danish,https://images.cdn.prd.api.discomax.com/IR_AA/4UBrh2FW3Hb5LYl0Q.jpeg,https://play.hbomax.com/show/10a08de9-027f-4db8-84b7-68b5c82e4412,"After a battle with brain cancer stunted her growth, 22-year-old Shauna Rae struggles to gain adult independence while trapped in a child's body."
I Am the End of the World,I Am the End of the World,movie,,12,0.0,2025,0,1,comedy; european,Italian - Original; Hungarian; Czech; Polish,Czech; English; Romanian (Moldova); Croatian; Slovenian; Macedonian; Serbian (Latin); Bulgarian; Hungarian; Polish,https://images.cdn.prd.api.discomax.com/JMw1i/rWgu5i-BomgndAvCw.jpeg,https://play.hbomax.com/movie/9b9f2402-8ddd-4eea-99a3-af98018d57df,"Angelo returns to Palermo to care for his aging parents. Seizing the chance, he seeks revenge on the authority figures who made his youth miserable."
"I Can't Do This, But I CAN Do That","I Can't Do This, But I CAN Do That",movie,yes,9,0.0,2010,2,1,family; documentary,Polish; Hungarian; English - Original; Czech,Slovenian; Bulgarian; Portuguese; Dutch; English; Polish; Croatian; Serbian (Latin); Romanian (Moldova); Macedonian,https://images.cdn.prd.api.discomax.com/Ad-Tw/hU8MsXDyhYChOBiSg.jpeg,https://play.hbomax.com/movie/f09acf01-46c3-4f9b-a536-a7c1164261c5,A compelling portrait of children who overcome their learning disabilities by focusing on their individual talents.
I Didn't Know I Was Pregnant,I Didn't Know I Was Pregnant,series,,12,1.4,2008,3,12,reality,English - Original; English,Croatian; English - SDH; Serbian (Latin); Slovenian; Macedonian,https://images.cdn.prd.api.discomax.com/wgYX5/P5ZBfXXblQcqOzn5Q.jpeg,https://play.hbomax.com/show/99887267-2e40-4d13-9c80-98a7d8a7181e,Women share stories of giving birth without knowing they were pregnant!
I Don't Like Driving,I Don't Like Driving,series,,AL,0.0,2023,1,6,comedy; european,Spanish (Spain) - Original; Polish,Finnish; Romanian (Moldova); Portuguese; Slovenian; Polish; Swedish; Serbian (Latin); Hungarian; French; Croatian; Czech; Macedonian; Bulgarian; Danish; Spanish (Spain); Dutch; English,https://images.cdn.prd.api.discomax.com/lwabb/yGsj0okMa5CbGqJMg.jpeg,https://play.hbomax.com/show/2789d6aa-c2c6-4c5c-a5dd-4be868c077d2,"Learning to drive for the first time at 40, professor Pablo Lopetegui finds unexpected help in one of his students and a kooky driving instructor."
I Know This Much Is True,I Know This Much Is True,series,,16,4.2,2020,1,8,drama,Czech; English - Original; Polish; Hungarian; Russian; Spanish (Spain); French; English,Estonian; Lithuanian; Dutch; Hungarian; Portuguese; Macedonian; Polish; Latvian; Slovenian; Czech; Bulgarian; Romanian (Moldova); English; Serbian (Latin); Croatian; French; Spanish (Spain); Danish; Norwegian (Bokmål); Finnish; Swedish,https://images.cdn.prd.api.discomax.com/sQ__k/tsrGDGKC5ejgSyoTQ.jpeg,https://play.hbomax.com/show/2544fa80-f0c8-4cd2-942e-95c98e8b5cfa,"A family saga that follows the parallel lives of identical twin brothers in an epic story of betrayal, sacrifice and forgiveness."
I Know What You Did Last Summer,I Know What You Did Last Summer,movie,,16,7.1,2025,0,20,horror,Hungarian; English - Audio Description; English - Original; Polish; Czech,Romanian (Moldova); Czech; English; Bulgarian; Macedonian; Serbian (Latin); Croatian; Slovenian; Hungarian; Polish,https://images.cdn.prd.api.discomax.com/Gy-mm/tbaZxi6Otxc_jWTDg.jpeg,https://play.hbomax.com/movie/1f80ae8f-a29d-4be1-b4ba-94acbaf21a6a,Freddie Prinze Jr. and Jennifer Love Hewitt return in this sequel where the hook-wielding fisherman terrorizes a new generation.
I Know What You Did Last Summer,I Know What You Did Last Summer,movie,,16,7.1,1997,0,13,horror,French; Polish; Hungarian; English - Original; Czech,Dutch; Romanian (Moldova); Polish; French; Macedonian; Portuguese; Serbian (Latin); English; Czech; Slovenian; Bulgarian; Hungarian; Croatian,https://images.cdn.prd.api.discomax.com/IDlkZ/pPG0JWWJftzOltcLg.jpeg,https://play.hbomax.com/movie/4cb673e4-3bc8-4b52-b87f-6659d7da45d8,A hook-wielding manias stalks four teens one year after their involvement in a fatal hit-and-run accident.
I Love a Mama's Boy,I Love a Mama's Boy,series,,6,0.6,2020,4,8,reality,English - Original,Macedonian; English - SDH; Croatian; Slovenian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/ijQmV/-hcdyCvja8zcNW-Dg.jpeg,https://play.hbomax.com/show/1fe81940-56a0-4e25-808a-f3332d0fee30,Women find their relationships threatened by their boyfriends' mothers.
I Love LA,I Love LA,series,,14,6.9,2025,1,10,comedy,Spanish (Spain); English - Audio Description; English - Original; Spanish (Latin America); Portuguese (Brazil); Portuguese (Brazil) - Audio Description; Hungarian; Czech; Russian; Ukrainian; Polish; Slovak; French; German; Spanish (Spain) - Audio Description; Polish - Audio Description; Czech - Audio Description; Hungarian - Audio Description; Italian,English; English - CC; Danish; Swedish; Norwegian (Bokmål); Portuguese (Brazil) - CC; Spanish (Spain); Portuguese; Finnish; Spanish (Latin America); Portuguese (Brazil); Spanish (Latin America) - CC; Dutch; Bulgarian; Croatian; Hungarian; Macedonian; Czech; Latvian; Lithuanian; Hebrew; Turkish; Estonian; Greek; Polish; Romanian (Moldova); Slovak; Serbian (Latin); Slovenian; French; German; Italian,https://images.cdn.prd.api.discomax.com/_SxQ_/0xo5E3tqJ6PL8qxQQ.jpeg,https://play.hbomax.com/show/cd7ce855-0cfa-414e-8762-ed65ae036e04,"A codependent, ambitious friend group navigates life and love in Los Angeles in this new comedy created by and starring Rachel Sennott."
I Love You and It Hurts,Te Quiero Y Me Duele,series,,12,0.9,2023,1,13,drama,Spanish (Latin America) - Original; Spanish (Spain); Hungarian; Czech; Polish; English,Turkish; Russian; Estonian; Latvian; Greek; Lithuanian; Ukrainian; Swedish; Spanish (Spain); Norwegian (Bokmål); Danish; Finnish; Portuguese; French; Dutch; English; Hungarian; Czech; Macedonian; Serbian (Latin); Croatian; Slovenian; Bulgarian; Romanian (Moldova); Polish,https://images.cdn.prd.api.discomax.com/AdZaa/7WS9nAVzKTVqB5fqQ.jpeg,https://play.hbomax.com/show/42bc143a-3b18-4c8d-b48e-c46f8575824c,"After sparking a rebellious romance, teens Juan Gris and Lola fight encroaching gentrification with the power of music."
"I Love You, Now Die: The Commonwealth v. Michelle Carter","I Love You, Now Die: The Commonwealth v. Michelle Carter",series,,9,0.7,2022,1,3,documentaries; crime,English - Original; Polish; English,Czech; Estonian; Lithuanian; Danish; English; Romanian (Moldova); Polish; Dutch; Finnish; Croatian; Slovenian; Norwegian (Bokmål); Macedonian; Bulgarian; Swedish; Serbian (Latin); Latvian; Hungarian; Turkish,https://images.cdn.prd.api.discomax.com/sGqEU/X1jWq0vgR-7CMct2A.jpeg,https://play.hbomax.com/show/0f5015be-c3f1-490e-bcd8-39cad63aa1b7,"In a controversial case, police arrest Michelle Carter for coercing her boyfriend into suicide via text."
I May Destroy You,I May Destroy You,series,,16,4.3,2020,1,13,drama; european,English - Original; Russian; Hungarian; Czech; Polish; French; Spanish (Spain),Croatian; Serbian (Latin); Slovenian; Macedonian; English; Lithuanian; Portuguese; Polish; Romanian (Moldova); Latvian; Czech; Bulgarian; Estonian; Hungarian; Dutch; French; Swedish; Norwegian (Bokmål); Finnish; Danish,https://images.cdn.prd.api.discomax.com/5AdCn/2Y64POikzebPMPW8A.jpeg,https://play.hbomax.com/show/a15b4064-4899-4381-bdf1-676986137ee1,"Set in London, this series centers on Arabella, whose raw and personal experience of consent is at the heart of the story."
I Served the King of England,I Served the King of England,movie,,12,0.0,2006,0,1,drama; romance; european,Czech - Original,English; Macedonian; Serbian (Latin); Slovenian; Croatian,https://images.cdn.prd.api.discomax.com/lNrQk/pQbmRZ-iINFVPwIWg.jpeg,https://play.hbomax.com/movie/c494b44c-7116-4d53-a7f0-170fda359288,The ups and downs of an aspiring waiter's life.
I Spy Returns,I Spy Returns,movie,,12,0.5,1994,0,3,action; comedy,English - Original; Hungarian; Polish,Romanian (Moldova); English; Serbian (Latin); Dutch; Hungarian; Macedonian; Czech; Polish; Bulgarian; Croatian; Slovenian,https://images.cdn.prd.api.discomax.com/32WMq/qdiJoQ0Ye3zvNNkyA.jpeg,https://play.hbomax.com/movie/ee5969db-9366-454b-bb20-831874b18c6b,"In this movie sequel to the TV series, Kelly Robinson recruits his son and Alexander Scott's daughter for intelligence work."
I'll Be Gone in the Dark,I'll Be Gone in the Dark,series,,12,1.9,2020,1,8,documentaries; crime,Polish; English - Original; Turkish; English,Bulgarian; Romanian (Moldova); Croatian; Macedonian; Polish; Serbian (Latin); Lithuanian; Dutch; Czech; Slovenian; Latvian; Portuguese; Estonian; English; Hungarian; Spanish (Spain); Turkish; French,https://images.cdn.prd.api.discomax.com/PH1RH/biHuwog9hsrvswduQ.jpeg,https://play.hbomax.com/show/a823014d-fa0b-4bbe-ab98-14ea00e551bb,"This documentary series is based on Michelle McNamara's account of the 1970s and 1980s serial killer dubbed the ""Golden State Killer."""
I'll Be Right There,I'll Be Right There,movie,,6,1.0,2024,0,4,comedy,English - Original; Hungarian; Czech,Serbian (Latin); Croatian; Bulgarian; Romanian (Moldova); Macedonian; Slovenian; Czech; English; Hungarian,https://images.cdn.prd.api.discomax.com/HhjZ_/K2B5dVjaq5lZKbc0A.jpeg,https://play.hbomax.com/movie/bf762501-8c7a-4b39-8fff-5f4880372536,Wanda (Edie Falco) must figure out how to keep her complicated family together while finding her own love and happiness.
I'm Not A Monster: The Lois Riess Murders,I'm Not A Monster: The Lois Riess Murders,series,,9,0.8,2024,1,2,documentaries; crime,Polish; Spanish (Spain); English - Audio Description; English - Original,Dutch; Portuguese; French; Norwegian (Bokmål); Spanish (Spain); Swedish; Danish; Finnish; Croatian; Polish; Serbian (Latin); Romanian (Moldova); Macedonian; Latvian; Bulgarian; Slovenian; Hungarian; Estonian; Czech; Lithuanian; Turkish; English,https://images.cdn.prd.api.discomax.com/gl4jk/p60DAmbrMZH9A1exg.jpeg,https://play.hbomax.com/show/d545b79e-62e0-4cff-a269-f54b6daea0f6,"​After her husband is found dead, a Minnesotan grandmother goes on the run as police uncover a series of shocking crimes."
I'm Still Here,I'm Still Here,movie,,12,1.7,2025,0,5,drama,English - Audio Description; Portuguese (Brazil) - Original; Polish; Hungarian; Czech,English; Romanian (Moldova); Slovenian; Macedonian; Serbian (Latin); Croatian; Bulgarian; Polish; Czech; Hungarian,https://images.cdn.prd.api.discomax.com/RK0Fb/D29VDj7DU0M4TPaFw.jpeg,https://play.hbomax.com/movie/5156333b-5765-4f93-a8ae-3674b000074d,A mother must reinvent herself and her family under the tightening grip of military dictatorship.
"I, Jack Wright","I, Jack Wright",series,,12,2.2,2025,1,7,drama; european,English; French; Czech; Polish; Hungarian; English - Original,English; French; Dutch; Czech; Romanian (Moldova); Lithuanian; Latvian; Estonian; Hungarian; Serbian (Latin); Macedonian; Slovenian; Croatian; Bulgarian; Polish,https://images.cdn.prd.api.discomax.com/nq5Yu/8hsixWkBODEoI3tLQ.jpeg,https://play.hbomax.com/show/371816b7-360a-4fb8-a604-27169c9ca9fa,A death in the family. A bombshell will. A murderer in their ranks? Thrilling drama starring John Simm and Nikki Amuka-Bird.
"I, Rosinski","I, Rosinski",movie,,12,0.0,2024,1,19,documentary; european,Polish - Original,Spanish (Spain); English; Czech; Finnish; Danish; Norwegian (Bokmål); Lithuanian; Latvian; Estonian; Romanian (Moldova); Hungarian; Macedonian; Serbian (Latin); Croatian; Slovenian; Polish - SDH; Portuguese; Swedish; Bulgarian,https://images.cdn.prd.api.discomax.com/HRI5c/0_F8-NCt6Fw-0tJwQ.jpeg,https://play.hbomax.com/movie/388fd326-ed3a-426d-88f6-01841481e54b,"A portrait of legendary comic book artist Grzegorz Rosiński during the creation of his final album about Thorgal Aegirsson, the cosmic Viking."
